0,-5.8e-05,0.8763,-6.6e-05,0,0,0,-0.005806,87.629982,157.07297,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13957823,0.28805659,0.015977896,0,-0.011612756,-0.31045346,-0.10159912,0.138543,-0.16462,-0.034182,-0.468396,0.019837,-0.069963,-0.019532,0.349132,0.349132,-0,0.001587,-0,0.001221,0,0.001587,-0,0.001953,0.349132,0.349132,-0,0,-0,-0,-0,0,-0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13957823,0.28805659,0.015977896,0,-0.011612756,-0.31045346,-0.10159912,0.138543,-0.16462,-0.034182,-0.468396,0.019837,-0.069963,-0.019532,0.349132,0.349132,-0,0.001587,-0,0.001221,-0,0.001587,-0,0.001953,0.349132,0.349132,-0,0,0,0,-0,0,-0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13934151,0.2882389,0.016426853,0,-0.011893478,-0.31040997,-0.10123881,0.138726,-0.164865,-0.034549,-0.468709,0.020112,-0.070238,-0.019898,0.349132,0.349132,-0,0.001587,-0,0.001221,-0,0.001587,-0,0.001953,0.349132,0.349132,0,0,-0,-0,-0,0,0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13899055,0.28868406,0.016913583,0,-0.012194324,-0.31080886,-0.10083745,0.139032,-0.165109,-0.035037,-0.469086,0.020387,-0.070512,-0.020326,0.349132,0.349132,0,0.001587,0,0.001221,0,0.001587,-0,0.001953,0.349132,0.349132,0,0,-0,0,0,0,0,-0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13852164,0.28920773,0.017587523,0,-0.012766128,-0.31107653,-0.1001935,0.139399,-0.165416,-0.035709,-0.469651,0.020906,-0.07094,-0.020936,0.34938,0.349132,0,0.001587,0,0.001221,0,0.001587,0,0.001953,0.34938,0.349132,-0,-0,0,0,0,0,0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13793359,0.28982493,0.018461767,0,-0.013316255,-0.31137322,-0.099437896,0.139889,-0.165906,-0.036563,-0.470341,0.021424,-0.07149,-0.021669,0.349628,0.349132,-0,0.001587,0,0.001221,-0,0.001587,-0,0.001953,0.349628,0.349132,0,-0,0,-0,0,0,0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.1371675,0.29060047,0.019510406,0,-0.01415061,-0.311796,-0.098461268,0.140501,-0.166457,-0.037601,-0.471157,0.022187,-0.0721,-0.022584,0.349876,0.349132,0,0.001587,-0,0.001221,-0,0.001587,-0,0.001953,0.349876,0.349132,-0,0,0,-0,0,0,-0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13634531,0.29151254,0.02075145,0,-0.014972121,-0.31225442,-0.097414526,0.141174,-0.167069,-0.038822,-0.472161,0.02295,-0.072833,-0.023622,0.350124,0.349132,-0,0.001587,-0,0.001221,0,0.001587,-0,0.001953,0.350124,0.349132,0,0,-0,-0,0,0,0,-0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13534471,0.29258106,0.022166144,0,-0.016077468,-0.31284104,-0.096086385,0.141969,-0.167804,-0.040226,-0.473229,0.023958,-0.073688,-0.024843,0.35048,0.34938,0,0.001587,0,0.001221,0,0.001587,0,0.001953,0.35048,0.349256,0,0,-0,0,0,0,0,0,0,0,0
0,-5.8e-05,0.8763,-6.6e-05,0,0,0,0,0,0,0,0,-0.185145,0.002808,0.012635,0.360108,-0.174911,0,-0.185207,0,0,0.360108,-0.174911,0,-0.13428588,0.29373687,0.023781583,0,-0.017161448,-0.31345644,-0.094700386,0.142887,-0.168601,-0.041752,-0.474547,0.024965,-0.074666,-0.026186,0.350837,0.34938,-0,0.001587,0,0.001221,-0,0.001587,-0,0.001953,0.350837,0.34938,0,0,-0,-0,0,0,-0,0,0,0,0
