Base_Latation_X,Base_Latation_Y,Base_Latation_Z,Base_Rotation_Pitch,Base_Rotation_Yaw,Base_Rotation_Roll,Base_Linear_velocity_Pitch,Base_Linear_velocity_Yaw,Base_Linear_velocity_Roll,Base_Angular_velocityy_Pitch,Base_Angular_velocityy_Yaw,Base_Angular_velocityy_Roll,left_leg_pelvic_pitch_joint,left_leg_pelvic_roll_joint,left_leg_pelvic_yaw_joint,left_leg_knee_pitch_joint,left_leg_ankle_pitch_joint,left_leg_ankle_roll_joint,right_leg_pelvic_pitch_joint,right_leg_pelvic_roll_joint,right_leg_pelvic_yaw_joint,right_leg_knee_pitch_joint,right_leg_ankle_pitch_joint,right_leg_ankle_roll_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_wrist_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_wrist_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,left_thumb_metacarpal_joint,left_thumb_proximal_joint,left_index_proximal_joint,left_index_distal_joint,left_middle_proximal_joint,left_middle_distal_joint,left_ring_proximal_joint,left_ring_distal_joint,left_pinky_proximal_joint,left_pinky_distal_joint,right_thumb_metacarpal_joint,right_thumb_proximal_joint,right_index_proximal_joint,right_index_distal_joint,right_middle_proximal_joint,right_middle_distal_joint,right_ring_proximal_joint,right_ring_distal_joint,right_pinky_proximal_joint,right_pinky_distal_joint,head_yaw_joint,head_pitch_joint,waist_yaw_joint
0,-5.8e-05,0.8813,-6.6e-05,0,0,0,-0.005839,88.129982,157.07297,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.084191676,0.19513063,0.0034706627,-0.016956483,-0.027647688,-0.16354055,-0.024260739,-0.084191676,-0.19513063,-0.0034706627,-0.016956483,0.027647688,-0.16354055,0.024260739,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,-1e-06,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.084191676,0.19513063,0.0034706627,-0.016956483,-0.027647688,-0.16354055,-0.024260739,-0.084191676,-0.19513063,-0.0034706627,-0.016956483,0.027647688,-0.16354055,0.024260739,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.084191821,0.19538115,0.0034700868,-0.017204309,-0.027984001,-0.16391486,-0.023823192,-0.084191822,-0.1953811,-0.0034708656,-0.017204309,0.027952198,-0.16397516,0.023825239,-0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.083764377,0.19570853,0.0037536065,-0.017513221,-0.028319087,-0.16440464,-0.023323725,-0.083764377,-0.19570852,-0.0037537952,-0.017513221,0.028257893,-0.16440327,0.023327379,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.083463177,0.19620474,0.00403244,-0.01788014,-0.028935766,-0.16508503,-0.02249011,-0.083463178,-0.19620471,-0.0040328197,-0.01788014,0.028813374,-0.1650823,0.022497421,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.083099504,0.19677365,0.0043143849,-0.01837226,-0.029548182,-0.16594855,-0.02179122,-0.083099505,-0.19677361,-0.0043149591,-0.018372259,0.02936459,-0.16594446,0.021741189,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.082611518,0.1974843,0.0047394803,-0.019053054,-0.030465254,-0.16699775,-0.020720848,-0.082613084,-0.19747456,-0.0047383652,-0.018988504,0.030161379,-0.16699174,0.020606911,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.082004215,0.19830982,0.0051629837,-0.019792662,-0.03138481,-0.16817062,-0.019461632,-0.082004216,-0.19830972,-0.0051643546,-0.019792662,0.030955394,-0.16816109,0.019365303,0,0.349008,0.260991,0.276092,0.261678,0.274736,0.261678,0.276092,0.260991,0.277756,0,0.349008,0.260991,0.27295,0.261678,0.272272,0.261678,0.27295,0.260991,0.273812,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.081336216,0.19926684,0.0057065271,-0.02065534,-0.032579159,-0.16952875,-0.018006362,-0.081336217,-0.19926671,-0.0057083074,-0.02065534,0.03202832,-0.16951655,0.017856304,0,0.349008,0.260806,0.276,0.261494,0.274644,0.261494,0.27603,0.260898,0.277448,-0,0.349008,0.260806,0.272826,0.261494,0.272149,0.261586,0.27258,0.260898,0.273442,0,0,0
0,-5.8e-05,0.8813,-6.6e-05,0,-0,0,0,0,0,0,0,-0.29959,0.007508,0.019349,0.629887,-0.591999,0,-0.139338,0,0,0.270793,-0.131446,0,-0.080606341,0.20034929,0.0062502171,-0.021643413,-0.033773175,-0.17107177,-0.016372763,-0.080606342,-0.20034913,-0.0062524235,-0.021643413,0.033099895,-0.17105689,0.016169044,0,0.349008,0.260806,0.275907,0.261494,0.274551,0.261494,0.275969,0.260806,0.277468,0,0.349008,0.260806,0.272703,0.261494,0.272025,0.261494,0.272621,0.260806,0.273483,0,0,0
