time,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_wrist_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_wrist_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,null,null,waist_yaw_joint,null,head_yaw_joint,head_pitch_joint,left_thumb_mcp_roll_joint,left_thumb_mcp_pitch_joint,left_index_mcp_joint,left_middle_mcp_joint,left_ring_mcp_joint,left_pinky_mcp_joint,right_thumb_mcp_roll_joint,right_thumb_mcp_pitch_joint,right_index_mcp_joint,right_middle_mcp_joint,right_ring_mcp_joint,right_pinky_mcp_joint
0.01,0.165261,0.327878,0.501613,-1.05882,1.2556,-0.056649,-1.507673,0.106034,-0.829655,0.199311,-1.8675,0.228178,0.17611,0.95754,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.205714,0.614286,0.6,0.6,0.552857,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.501613,-1.05882,1.2556,-0.056649,-1.507673,0.106034,-0.82965,0.199327,-1.8675,0.228187,0.17611,0.958669,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.202857,0.607143,0.6,0.6,0.551429,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.501613,-1.05882,1.2556,-0.056649,-1.507673,0.106034,-0.829646,0.199339,-1.8675,0.228195,0.176109,0.959421,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.200952,0.602381,0.6,0.6,0.550476,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.501613,-1.05882,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165739,0.327514,0.48182,-1.070731,1.255675,-0.05655,-1.507695,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165743,0.327519,0.461821,-1.082062,1.255672,-0.056553,-1.507697,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.826923,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.903846,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.980769,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829681,0.199224,-1.8675,0.228124,0.176112,0.949897,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199183,-1.8675,0.228099,0.176113,0.93993,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829681,0.199224,-1.8675,0.228124,0.176112,0.929897,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.975,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.9,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.825,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919815,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199344,-1.8675,0.228198,0.176109,0.919851,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829645,0.199344,-1.8675,0.228197,0.176109,0.919904,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829645,0.199343,-1.8675,0.228197,0.176109,0.919975,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106036,-0.829646,0.199341,-1.8675,0.228196,0.176108,0.920064,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106036,-0.829646,0.199339,-1.8675,0.228195,0.176109,0.920171,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829647,0.199337,-1.8675,0.228194,0.176109,0.920295,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829648,0.199335,-1.8675,0.228192,0.176109,0.920438,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829648,0.199332,-1.8675,0.228191,0.176109,0.920597,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829649,0.19933,-1.8675,0.228189,0.176109,0.920775,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.82965,0.199327,-1.8675,0.228187,0.176109,0.92097,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829652,0.199324,-1.8675,0.228185,0.176109,0.921183,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829652,0.19932,-1.8675,0.228184,0.176109,0.921414,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829653,0.199316,-1.8675,0.228181,0.17611,0.921662,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829654,0.199312,-1.8675,0.228179,0.17611,0.921929,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829655,0.199309,-1.8675,0.228177,0.176109,0.922213,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829657,0.199305,-1.8675,0.228174,0.17611,0.922515,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829658,0.1993,-1.8675,0.22817,0.17611,0.922834,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.82966,0.199295,-1.8675,0.228168,0.176109,0.923171,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106033,-0.829662,0.199291,-1.8675,0.228165,0.17611,0.923526,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106033,-0.829662,0.199286,-1.8675,0.228162,0.17611,0.923899,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106033,-0.829663,0.199281,-1.8675,0.228159,0.17611,0.924288,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106033,-0.829665,0.199277,-1.8675,0.228156,0.17611,0.924695,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106033,-0.829667,0.199272,-1.8675,0.228153,0.176111,0.925121,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829668,0.199266,-1.8675,0.22815,0.17611,0.925547,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.82967,0.199261,-1.8675,0.228147,0.17611,0.925971,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829671,0.199257,-1.8675,0.228145,0.176111,0.926396,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829673,0.199252,-1.8675,0.228141,0.176111,0.926821,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829674,0.199248,-1.8675,0.228139,0.176111,0.927245,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829675,0.199244,-1.8675,0.228136,0.176111,0.92767,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829677,0.19924,-1.8675,0.228134,0.176111,0.928094,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106031,-0.829678,0.199236,-1.8675,0.228131,0.176111,0.928519,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106031,-0.829679,0.199232,-1.8675,0.228129,0.176111,0.928943,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106032,-0.829681,0.199228,-1.8675,0.228126,0.176111,0.929366,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829681,0.199224,-1.8675,0.228125,0.176112,0.929791,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829682,0.199221,-1.8675,0.228123,0.176111,0.930214,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106031,-0.829684,0.199217,-1.8675,0.22812,0.176111,0.930639,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106031,-0.829684,0.199215,-1.8675,0.228119,0.176112,0.931062,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829685,0.199212,-1.8675,0.228117,0.176112,0.931485,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829686,0.199209,-1.8675,0.228115,0.176112,0.931908,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829687,0.199207,-1.8675,0.228113,0.176111,0.932332,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829687,0.199204,-1.8675,0.228112,0.176112,0.932755,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829688,0.199201,-1.8675,0.22811,0.176112,0.933178,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829689,0.199199,-1.8675,0.228109,0.176112,0.933601,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.82969,0.199197,-1.8675,0.228108,0.176112,0.934024,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.82969,0.199195,-1.8675,0.228107,0.176112,0.934446,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.82969,0.199194,-1.8675,0.228106,0.176113,0.934869,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829691,0.199192,-1.8675,0.228104,0.176113,0.935291,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106028,-0.829691,0.199191,-1.8675,0.228103,0.176112,0.935713,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829692,0.199189,-1.8675,0.228103,0.176112,0.936136,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106028,-0.829692,0.199188,-1.8675,0.228102,0.176112,0.936558,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199187,-1.8675,0.228102,0.176112,0.93698,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199186,-1.8675,0.228101,0.176112,0.937401,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199185,-1.8675,0.228101,0.176112,0.937823,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176112,0.938245,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176112,0.938666,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176113,0.939087,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199183,-1.8675,0.228099,0.176113,0.939509,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199183,-1.8675,0.228099,0.176113,0.93993,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176113,0.940351,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176113,0.940772,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176112,0.941192,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829694,0.199184,-1.8675,0.228099,0.176112,0.941613,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199186,-1.8675,0.228101,0.176112,0.942034,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199187,-1.8675,0.228101,0.176112,0.942454,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199187,-1.8675,0.228102,0.176112,0.942875,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
