time,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_wrist_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_wrist_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,null,null,waist_yaw_joint,null,head_yaw_joint,head_pitch_joint,left_thumb_mcp_roll_joint,left_thumb_mcp_pitch_joint,left_index_mcp_joint,left_middle_mcp_joint,left_ring_mcp_joint,left_pinky_mcp_joint,right_thumb_mcp_roll_joint,right_thumb_mcp_pitch_joint,right_index_mcp_joint,right_middle_mcp_joint,right_ring_mcp_joint,right_pinky_mcp_joint
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.82965,0.199324,-1.8675,0.228185,0.176109,0.958447,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.82965,0.199327,-1.8675,0.228187,0.17611,0.958654,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829649,0.199331,-1.8675,0.228189,0.176109,0.958845,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829648,0.199333,-1.8675,0.228191,0.176109,0.959018,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829648,0.199335,-1.8675,0.228192,0.176109,0.959175,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829647,0.199337,-1.8675,0.228194,0.176109,0.959312,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106034,-0.829646,0.19934,-1.8675,0.228195,0.176109,0.959434,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106036,-0.829646,0.199341,-1.8675,0.228196,0.176108,0.959538,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829645,0.199343,-1.8675,0.228197,0.176109,0.959625,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829645,0.199344,-1.8675,0.228197,0.176109,0.959694,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199344,-1.8675,0.228198,0.176109,0.959746,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.95978,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.825,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.9,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.975,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.959797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829681,0.199224,-1.8675,0.228124,0.176112,0.949897,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106029,-0.829693,0.199183,-1.8675,0.228099,0.176113,0.93993,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10603,-0.829681,0.199224,-1.8675,0.228124,0.176112,0.929897,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,1.05,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.975,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.9,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.825,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106035,-0.829644,0.199345,-1.8675,0.228198,0.176109,0.919797,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.3,0.6,0.95,0.6,0.6,0.0,0.2,0.75,0.6,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106051,-0.829793,0.199301,-1.8675,0.228168,0.176117,0.920294,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.299359,0.6,0.947756,0.6,0.599679,0.0,0.2,0.749038,0.600962,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106083,-0.83009,0.199214,-1.8675,0.228106,0.176133,0.921287,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.298077,0.6,0.943269,0.6,0.599038,0.0,0.2,0.747115,0.602885,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106131,-0.830534,0.199084,-1.8675,0.228016,0.176157,0.922776,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.296154,0.6,0.936538,0.6,0.598077,0.0,0.2,0.744231,0.605769,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106194,-0.831127,0.198914,-1.8675,0.227897,0.176187,0.924758,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.29359,0.6,0.927564,0.6,0.596795,0.0,0.2,0.740385,0.609615,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106274,-0.831866,0.198707,-1.8675,0.227753,0.176223,0.92723,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.290385,0.6,0.916346,0.6,0.595192,0.0,0.2,0.735577,0.614423,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10637,-0.83275,0.198467,-1.8675,0.227584,0.176263,0.930191,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.286538,0.6,0.902885,0.6,0.593269,0.0,0.2,0.729808,0.620192,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106466,-0.833632,0.198236,-1.8675,0.227421,0.176301,0.933144,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.282692,0.6,0.889423,0.6,0.591346,0.0,0.2,0.724038,0.625962,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106563,-0.834511,0.198012,-1.8675,0.227265,0.176335,0.936092,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.278846,0.6,0.875962,0.6,0.589423,0.0,0.2,0.718269,0.631731,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106659,-0.835388,0.197798,-1.8675,0.227114,0.176366,0.939032,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.275,0.6,0.8625,0.6,0.5875,0.0,0.2,0.7125,0.6375,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106757,-0.836262,0.197593,-1.8675,0.226969,0.176395,0.941963,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.271154,0.6,0.849038,0.6,0.585577,0.0,0.2,0.706731,0.643269,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106854,-0.837134,0.197396,-1.8675,0.226829,0.176421,0.944889,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.267308,0.6,0.835577,0.6,0.583654,0.0,0.2,0.700962,0.649038,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.106952,-0.838004,0.197206,-1.8675,0.226695,0.176443,0.947808,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.263462,0.6,0.822115,0.6,0.581731,0.0,0.2,0.695192,0.654808,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10705,-0.838871,0.197027,-1.8675,0.226567,0.176463,0.950718,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.259615,0.6,0.808654,0.6,0.579808,0.0,0.2,0.689423,0.660577,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107149,-0.839736,0.196855,-1.8675,0.226444,0.17648,0.953623,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.255769,0.6,0.795192,0.6,0.577885,0.0,0.2,0.683654,0.666346,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107247,-0.840599,0.196692,-1.8675,0.226328,0.176493,0.956519,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.251923,0.6,0.781731,0.6,0.575962,0.0,0.2,0.677885,0.672115,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107347,-0.841459,0.196538,-1.8675,0.226216,0.176504,0.959408,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.248077,0.6,0.768269,0.6,0.574038,0.0,0.2,0.672115,0.677885,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107446,-0.842316,0.196393,-1.8675,0.226111,0.176512,0.962291,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.244231,0.6,0.754808,0.6,0.572115,0.0,0.2,0.666346,0.683654,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107548,-0.843172,0.196256,-1.8675,0.226011,0.176516,0.965166,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.240385,0.6,0.741346,0.6,0.570192,0.0,0.2,0.660577,0.689423,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107649,-0.844025,0.196128,-1.8675,0.225916,0.176519,0.968034,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.236538,0.6,0.727885,0.6,0.568269,0.0,0.2,0.654808,0.695192,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107749,-0.844877,0.196008,-1.8675,0.225828,0.176519,0.970894,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.232692,0.6,0.714423,0.6,0.566346,0.0,0.2,0.649038,0.700962,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107851,-0.845726,0.195896,-1.8675,0.225744,0.176514,0.973747,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.228846,0.6,0.700962,0.6,0.564423,0.0,0.2,0.643269,0.706731,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.107953,-0.846571,0.195794,-1.8675,0.225667,0.176507,0.976594,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.225,0.6,0.6875,0.6,0.5625,0.0,0.2,0.6375,0.7125,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108057,-0.847416,0.195699,-1.8675,0.225595,0.176498,0.979432,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.221154,0.6,0.674038,0.6,0.560577,0.0,0.2,0.631731,0.718269,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108161,-0.848258,0.195613,-1.8675,0.225529,0.176486,0.982263,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.217308,0.6,0.660577,0.6,0.558654,0.0,0.2,0.625962,0.724038,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108266,-0.849098,0.195536,-1.8675,0.225468,0.17647,0.985087,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.213462,0.6,0.647115,0.6,0.556731,0.0,0.2,0.620192,0.729808,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108371,-0.849935,0.195467,-1.8675,0.225413,0.176452,0.987903,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.209615,0.6,0.633654,0.6,0.554808,0.0,0.2,0.614423,0.735577,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108459,-0.850632,0.195416,-1.8675,0.225371,0.176435,0.990245,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.20641,0.6,0.622436,0.6,0.553205,0.0,0.2,0.609615,0.740385,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10853,-0.851188,0.19538,-1.8675,0.225339,0.17642,0.992114,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.203846,0.6,0.613462,0.6,0.551923,0.0,0.2,0.605769,0.744231,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108583,-0.851604,0.195355,-1.8675,0.225318,0.176408,0.993514,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.201923,0.6,0.606731,0.6,0.550962,0.0,0.2,0.602885,0.747115,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108619,-0.851881,0.19534,-1.8675,0.225305,0.176399,0.994446,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.200641,0.6,0.602244,0.6,0.550321,0.0,0.2,0.600962,0.749038,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.994912,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.994912,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.825,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.994912,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.9,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.994912,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.975,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.994912,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,1.05,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108605,-0.852129,0.194957,-1.8675,0.225067,0.176406,0.977467,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,1.05,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.1086,-0.852167,0.194829,-1.8675,0.22499,0.176409,0.959808,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,1.05,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108612,-0.85213,0.194952,-1.8675,0.225067,0.176404,0.941936,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,1.05,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.923852,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,1.05,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.923852,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.975,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.923852,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.9,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.923852,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.825,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852019,0.195333,-1.8675,0.225298,0.176395,0.923852,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108637,-0.85202,0.19533,-1.8675,0.225297,0.176395,0.923933,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852022,0.195326,-1.8675,0.225294,0.176395,0.924095,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108636,-0.852023,0.195319,-1.8675,0.22529,0.176395,0.924337,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108635,-0.852026,0.19531,-1.8675,0.225285,0.176395,0.92466,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108635,-0.852029,0.1953,-1.8675,0.225277,0.176396,0.925064,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108634,-0.852033,0.195286,-1.8675,0.22527,0.176396,0.925549,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108633,-0.852038,0.195272,-1.8675,0.225261,0.176396,0.926114,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108632,-0.852042,0.195255,-1.8675,0.225251,0.176397,0.926759,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108631,-0.852047,0.195236,-1.8675,0.22524,0.176397,0.927485,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10863,-0.852053,0.195216,-1.8675,0.225227,0.176397,0.928293,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108628,-0.852059,0.195194,-1.8675,0.225214,0.176398,0.929179,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108627,-0.852066,0.195171,-1.8675,0.2252,0.176398,0.930145,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108626,-0.852073,0.195147,-1.8675,0.225186,0.1764,0.931192,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108624,-0.852081,0.195123,-1.8675,0.225171,0.1764,0.932317,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108623,-0.852087,0.195098,-1.8675,0.225156,0.176401,0.933523,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.108621,-0.852095,0.195073,-1.8675,0.225141,0.176401,0.934728,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
0.01,0.165261,0.327878,0.441613,-1.09282,1.2556,-0.056649,-1.507673,0.10862,-0.852102,0.19505,-1.8675,0.225127,0.176401,0.935931,0.0,0.0,-0.030326,0.0,-0.2618,-0.010108,1.5,0.2,0.6,0.6,0.6,0.55,0.0,0.2,0.6,0.75,0.55,0.3,
